bidder_id,bid_count,auction_count,merc_count,device_count,country_count,ip_count,url_count,average_distinct_country_per_auction,average_distinct_urls_per_auction,average_distinct_ip_per_auction,average_distinct_dev_per_auction,average_distinct_merc_per_auction,average_bids_per_auction,median_response_time,median_response_time_across_auction,num_auction,num_auction_won,percentage_win,avg_bids_auction,competitors,median_time_to_respond_competition,median_time_to_respond_self,outcome
62ac0de5f8776ca1d189297bdea9a64cmewb9,2,1,1,2,1,2,1,1.0,1.0,2.0,2.0,1.0,2.0,935526315789,0,1,0,0.0,9.572767391325158E-6,845.0,105263158,-1,0.0
717a0a200628f9606d88afebaaeb409bv60y8,4289,454,1,384,64,2494,1365,1.154,5.57,6.722,3.659,1.0,9.447,17157894736,24789473684,454,5,0.011013215859030838,0.0017165406642840276,156.2092511013216,105263158,12263157895,0.0
99fc8ed25265e58bc94d9d95180badf4t2e3i,303,51,1,126,17,273,30,1.157,1.627,5.431,3.333,1.0,5.941,85684210527,191105263158,51,0,0.0,3.104444581053667E-4,214.66666666666666,52631579,63526315789,0.0
b8e47f06aef714b37073e72ac40a8100mew9c,16,15,1,14,5,16,8,1.0,1.067,1.067,1.067,1.0,1.067,4592526315789,412894736842,15,0,0.0,1.1431592635196445E-4,263.06666666666666,526315790,-1,0.0
d43189c6eef7a763b2f8596228807dd89x9y9,7,7,1,4,5,6,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1488473684210,7,0,0.0,1.644891437165147E-4,160.42857142857142,2421052631,-1,0.0
f75a0f726d764514f612ee8cd8f65adegt02s,12812,451,1,680,128,7563,7162,2.129,19.071,22.891,8.548,1.0,28.408,20526315790,27421052632,451,8,0.017738359201773836,0.009599786604806038,67.89135254988913,736842105,19263157894,0.0
fcda141af3b545332fc3b2d55a8bba74uw7s0,24,19,1,22,9,23,4,1.053,1.0,1.211,1.211,1.0,1.263,6856315789474,389000000000,19,0,0.0,1.7715445654179737E-4,250.47368421052633,578947368,-1,0.0
08c39ef7252995e0749f7927249b8dcb1d3xh,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,1.8609948506272482E-6,1112.0,52631579,-1,0.0
17b41c48d6f53585c7bf3b65977eada0yxs8n,67,36,1,40,16,53,19,1.361,1.389,1.722,1.667,1.0,1.861,1434526315790,248157894737,36,0,0.0,1.7746840002966636E-4,187.13888888888889,842105263,-1,0.0
18e751726fd7c407c41cb18c20da2c4er5z1r,5,4,1,5,3,4,3,1.25,1.25,1.25,1.25,1.0,1.25,63014684210527,6865210526316,4,0,0.0,8.290265404556661E-6,589.25,947368421,-1,0.0
3550d62e04bd3a1239eedbc29d9c970279b1v,63,29,1,29,2,53,10,1.0,1.621,2.172,2.0,1.0,2.172,1711000000000,479105263158,29,0,0.0,0.001365824047175129,50.241379310344826,10421052632,92789473684,0.0
51cf4dc8898554aedd8572f97a95ef5cpi3ct,254,75,1,72,10,172,63,1.08,2.093,2.813,2.44,1.0,3.387,227789473685,39526315790,75,2,0.02666666666666667,8.712952799121844E-4,53.18666666666667,4105263158,97736842106,0.0
79c18f0460f9bd86bcfb25da96d91490jfuxv,19,13,1,17,10,19,7,1.308,1.154,1.462,1.462,1.0,1.462,1282736842105,959684210527,13,0,0.0,3.021969719863407E-5,315.2307692307692,315789474,-1,0.0
7c965df16147f68263573764dd257a7bxqmpt,66,50,1,47,14,59,23,1.08,1.12,1.28,1.28,1.0,1.32,1650736842106,276736842105,50,0,0.0,6.83617621590716E-5,282.08,578947369,-1,0.0
8fd35d215ab6530c2ef096c87233cbc93juwy,42,21,1,33,12,40,21,1.333,1.905,1.952,1.857,1.0,2.0,4108894736842,1185473684210,21,0,0.0,5.21016826362459E-5,296.95238095238096,1157894737,-1,0.0
91a3c57b13234af24875c56fb7e2b2f4rb56a,24,18,1,14,6,20,1,1.167,1.0,1.333,1.333,1.0,1.333,283736842106,478105263158,18,0,0.0,3.4296003086640276E-4,84.88888888888889,7368421052,-1,0.0
c2d1b8c1b7a9c8010f5b215e8aadb1d7gahpp,226,82,1,89,10,193,88,1.0,2.512,2.646,2.28,1.0,2.756,665052631579,71000000000,82,0,0.0,5.638342726413141E-4,218.52439024390245,631578947,96789473684,0.0
cefd0ed907595de146c91e6c26b8ad658ilo9,14,7,1,5,1,7,6,1.0,1.429,1.143,1.143,1.0,2.0,3000000000,729894736842,7,0,0.0,5.5104008816641413E-5,330.0,105263158,-1,0.0
da00b16633eb706fb11d55868120cdd9so58j,85,18,1,1,3,6,2,1.0,1.0,1.111,1.0,1.0,4.722,18842105263,54000000000,18,1,0.05555555555555555,1.2687021624655211E-4,211.77777777777777,1263157895,9526315790,0.0
eb2c4b4493f31788ead745533e0c9a18xzzlk,79,65,1,54,17,67,58,1.062,1.169,1.185,1.169,1.0,1.215,749789473685,260421052631,65,1,0.015384615384615385,7.469884074963596E-5,211.2,1684210526,-1,0.0
f0f21cd3d51b7a233988cb1c3c5df977zjqkj,32,25,1,17,4,27,17,1.0,1.2,1.2,1.2,1.0,1.28,1451578947368,653473684210,25,0,0.0,1.972654082777497E-4,259.04,1526315789,-1,0.0
fc16993f1fdbd5fa8f8ddd72b40442f0qwyo1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,0.009615384615384616,38.0,11368421053,-1,0.0
25b58d1533e04571bbc674dab28973f8hha3w,34,20,1,20,2,30,26,1.0,1.65,1.55,1.3,1.0,1.7,210947368421,491421052632,20,0,0.0,2.3416623047466874E-4,258.5,368421053,-1,0.0
30ef7862d69b3440ebf2726ee85a0b8397ta7,2,2,1,2,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0,10528315789473,2,0,0.0,2.945941964943291E-4,299.0,22315789473,-1,0.0
354d4abc23881a40b8f119225e0dbd09tk1u3,32,21,1,20,8,28,20,1.0,1.381,1.429,1.333,1.0,1.524,1528210526316,443842105263,21,0,0.0,2.742708252980552E-4,201.9047619047619,1105263158,-1,0.0
36e2e2f32a3872d3e958c0a58ee79bd129xdy,10,6,1,6,4,6,3,1.167,1.333,1.333,1.333,1.0,1.667,50368421053,1041000000000,6,0,0.0,3.710712827934246E-5,350.5,473684211,-1,0.0
5bd35d55d367d7a21d98bf6a19fc0dc1e5j9p,7,6,1,5,3,6,3,1.0,1.0,1.167,1.0,1.0,1.167,5000000000,2674315789474,6,0,0.0,1.217554350756536E-5,495.1666666666667,526315789,-1,0.0
86b6207b5e87d58ae307bdc1545a101akz0ew,11,11,1,10,2,11,10,1.0,1.0,1.0,1.0,1.0,1.0,0,1180105263158,11,0,0.0,1.1975656755903454E-4,313.90909090909093,1000000000,-1,0.0
8a3f5e16e4e689897d872716efeeaa0904tyl,6,5,1,5,4,6,6,1.2,1.2,1.2,1.2,1.0,1.2,3039736842105,1172315789474,5,0,0.0,1.680672268907563E-4,233.6,263157895,-1,0.0
e588d3f7a141147e4f8dba29377144707vupo,3,1,1,3,3,3,2,3.0,2.0,3.0,3.0,1.0,3.0,3189842105263,0,1,0,0.0,1.4359151086987736E-5,845.0,105263158,3189842105263,0.0
1afac423a94778ddf9b6c1dc0df7105cgp1tp,2,2,1,2,1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,75777368421052,2,0,0.0,9.46073793755913E-4,66.5,1052631579,-1,0.0
37bf6f23b628a3e2b5b22ba81beccbef0efoh,6355,376,1,528,76,4870,248,1.218,6.048,14.277,7.38,1.0,16.902,22105263158,19263157895,376,8,0.02127659574468085,0.01098853595697958,89.48404255319149,526315790,17842105263,0.0
464506515f2ae684bd510b3a50b9121ec7v3a,210,76,1,77,15,180,60,1.013,1.895,2.461,2.118,1.0,2.763,343157894737,61263157895,76,0,0.0,5.783992662592166E-4,207.44736842105263,578947368,15421052631,0.0
535ed161b4c9960a71ccd53128df4766ddyq6,2595,12,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,216.25,1263157895,41894736842,12,0,0.0,0.09249688112635894,120.58333333333333,210526316,1263157895,1.0
85ac49e7f93bf0e20323de78362bb4aadnwia,54,37,1,26,6,42,40,1.0,1.324,1.351,1.324,1.0,1.459,1320263157895,145631578947,37,0,0.0,5.844282343773675E-4,196.83783783783784,1947368421,-1,0.0
90eb8151eb82441b084d04893151619837abp,6,1,1,6,1,6,1,1.0,1.0,6.0,6.0,1.0,6.0,820473684211,0,1,0,0.0,0.01485148514851485,33.0,9631578947,642210526316,0.0
9adae18220565488f77036be41cf71beiepqk,3855,199,1,363,46,2017,1384,1.503,11.296,15.729,8.92,1.0,19.372,35631578948,23526315790,199,5,0.02512562814070352,0.005647300795309884,105.38693467336684,1052631579,30210526316,0.0
9baf61c813f1d4a09e3c70f6dc741f34voe3n,5,3,1,4,3,5,1,1.333,1.0,1.667,1.667,1.0,1.667,2960947368421,1313736842105,3,0,0.0,9.033733768638852E-6,575.0,105263158,-1,0.0
c2e1242ad5ea781923a08987d55365c69fii7,20988,1018,1,974,107,9450,5267,1.237,9.539,13.924,9.024,1.0,20.617,37210526316,5105263158,1018,109,0.10707269155206287,0.01651780338714133,58.41060903732809,1631578947,32631578948,1.0
e24542c1bd46a4a0f98b0fa95d8fc40brecdx,2212,240,1,141,19,2009,23,1.042,1.275,9.104,3.267,1.0,9.217,73631578947,38105263158,240,15,0.0625,0.018564522626561032,37.03333333333333,4947368421,59315789473,1.0
fd1299f1343236dea07bd0ba5f8ca220csnv8,12,12,1,9,3,12,12,1.0,1.0,1.0,1.0,1.0,1.0,0,1668631578947,12,0,0.0,9.088705768298594E-5,308.9166666666667,2263157895,-1,0.0
1b7c070ffb2c23c1d02ae5bc5d817d06qz4xb,8,8,1,7,2,7,2,1.0,1.0,1.0,1.0,1.0,1.0,0,1183052631579,8,0,0.0,1.668578579622484E-4,233.75,1368421053,-1,0.0
219c6102f604c8ff0ead5d23375bb127del0d,498,33,1,140,24,400,210,1.636,7.364,12.273,5.697,1.0,15.091,23578947369,106684210526,33,0,0.0,0.0017596427006628694,184.8181818181818,52631579,20631578948,0.0
2baa5a9ec317cb21a11d83f6dc72a2d6xy9jb,11,2,1,7,2,11,11,1.0,5.5,5.5,3.5,1.0,5.5,788736842105,3305000000000,2,0,0.0,5.261974579879166E-5,436.0,52631579,776578947368,0.0
429f301119adc32d35541dd4d60903563s7nr,74,31,1,47,6,58,57,1.0,2.226,2.161,2.258,1.0,2.387,549368421053,173052631579,31,1,0.03225806451612903,0.007782101167315175,31.35483870967742,7526315789,49105263158,0.0
69333c66e55cdd6cabcc6ae64531fc33w20n4,2,2,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,947368421,2,0,0.0,0.0020429009193054137,80.0,6421052632,-1,0.0
7639039411fbcc6cf1013b247b2622a72g0r9,4,3,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.333,421052632,1315789474,3,0,0.0,5.014416447285947E-4,195.66666666666666,736842105,-1,0.0
97ac4a68e5600c4b7a960d9580d4f251470mc,19,15,1,10,4,14,2,1.067,1.133,1.133,1.133,1.0,1.267,16842105263,97789473684,15,0,0.0,6.426104867267113E-5,215.8,2210526316,-1,0.0
b3dc6151c6813688d0423dbab13d3f19crw2w,21,11,1,18,3,19,7,1.182,1.273,1.818,1.818,1.0,1.909,1947000000000,53736842105,11,0,0.0,3.577598102850834E-5,336.54545454545456,105263158,-1,0.0
dcc5a79317a22bd0f6dca1f60fc866a8bei1d,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,4.1511000415110004E-4,204.0,0,-1,0.0
e932ef68638c37220f4c2c386cf54578x4hpn,19,9,1,16,4,19,9,1.0,1.444,2.111,1.889,1.0,2.111,832000000000,650894736842,9,0,0.0,7.625836333497891E-5,283.44444444444446,105263158,5894736842,0.0
ff4e39c0be8af4b17a73dcb761e4bb6dmop0m,7,6,1,4,3,7,2,1.0,1.0,1.167,1.0,1.0,1.167,66725473684211,3504157894737,6,0,0.0,9.158228013711176E-5,256.1666666666667,157894737,-1,0.0
1689122c3b25d9e7adc626de84c10006fr2n5,13,12,1,8,2,12,2,1.0,1.0,1.083,1.083,1.0,1.083,3783578947369,1104684210526,12,0,0.0,1.7676012291627008E-4,294.25,263157895,-1,0.0
2e463fe6bc1616f8392f82c138a6a436mbtjx,12,8,1,3,2,6,4,1.0,1.125,1.375,1.0,1.0,1.5,313526315790,115157894737,8,0,0.0,1.7295402593733876E-5,493.0,1210526316,-1,0.0
3714da7069a5205137cacf89ab3a136ffx2u2,3746,169,1,388,62,1366,975,2.497,13.349,14.467,11.751,1.0,22.166,39789473685,28631578947,169,1,0.005917159763313609,0.007838607548583254,82.64497041420118,1000000000,37052631579,1.0
43295f805d813e816fee438d9a394bc4o4of1,7,7,1,7,2,7,4,1.0,1.0,1.0,1.0,1.0,1.0,0,239421052632,7,0,0.0,2.701242571582928E-4,200.71428571428572,5473684210,-1,0.0
72b21fb7cd32b1a65bed8a12eb94a8b7qa7rl,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,1.8609948506272482E-6,1112.0,0,-1,0.0
8215dac41ad35a074c93bfcfbc0f908chlo5n,84,52,1,44,15,64,34,1.058,1.442,1.481,1.423,1.0,1.615,305631578948,398736842105,52,0,0.0,6.997556686456979E-5,296.86538461538464,578947368,-1,0.0
86e698821a8aada613bfca1356d8cb7dopnv8,10,8,1,5,3,9,1,1.0,1.0,1.25,1.25,1.0,1.25,144947368421,2278789473684,8,0,0.0,6.690753378830456E-4,134.25,1578947369,-1,0.0
8bbb16c0a1bb808389051c875ebab1cea0v56,38,21,1,23,4,36,27,1.143,1.714,1.81,1.714,1.0,1.81,6065263157895,700947368421,21,0,0.0,5.051001826335924E-5,286.8095238095238,421052632,-1,0.0
9685887173cc2e1e5ee3993832a4b153bfl9m,76,18,1,44,23,73,23,1.833,2.111,4.111,3.167,1.0,4.222,202157894737,432105263158,18,0,0.0,2.457352009208603E-4,190.5,52631579,132210526315,0.0
c755d2832026bc2a6f5d2d6df5740f06mr3nj,15,9,1,11,2,11,4,1.0,1.222,1.556,1.333,1.0,1.667,2436263157895,1130684210526,9,0,0.0,5.896921806816842E-4,90.88888888888889,2736842105,-1,0.0
d6ebcf2149c311d221b233b268870b3d5gfe2,5,5,1,2,2,3,2,1.0,1.0,1.0,1.0,1.0,1.0,0,3105263158,5,0,0.0,4.3084877208099956E-4,164.2,10000000000,-1,0.0
dd1675bf26316cd4630087fb47d0ff8fsug8e,136,16,1,75,6,116,65,1.0,6.188,7.813,6.313,1.0,8.5,214210526315,338263157895,16,1,0.0625,0.004201680672268907,79.5625,2631578948,158315789474,0.0
e134f2bb79d1a810aada6a24760c8910mh5na,550,130,1,176,36,451,52,1.569,2.631,4.1,3.492,1.0,4.231,352000000000,40000000000,130,1,0.007692307692307693,7.623852956668792E-4,146.19230769230768,1157894737,181210526316,0.0
0a6ba32afe4756995db2f5cf2461cddbvj445,6,3,1,4,3,4,6,1.0,2.0,1.333,1.333,1.0,2.0,3578947368,2248789473684,3,0,0.0,4.2179261862917397E-4,59.0,1263157894,-1,0.0
0ae09b09369c76737cba059d192451001nwce,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,9.057971014492754E-5,312.0,1947368421,-1,0.0
369515b3af4f8ca582f90271d30b14b6r52aw,36,25,1,4,4,5,2,1.0,1.0,1.0,1.0,1.0,1.44,562842105263,27894736842,25,0,0.0,5.531908354718257E-4,85.52,15947368421,-1,0.0
37bb1697e1c3922a06c2d2ea4138a4c8s6wgk,813,19,1,3,3,779,746,1.0,40.316,41.0,1.526,1.0,42.789,947368421,2684210527,19,0,0.0,0.10955396846786147,33.68421052631579,0,947368421,1.0
6393f55c093e04e6e608e1ee8be9c3e28omjd,18,14,1,15,4,14,13,1.0,1.286,1.286,1.286,1.0,1.286,556473684211,938842105263,14,3,0.21428571428571427,0.0040595399188092015,32.785714285714285,9578947369,-1,0.0
7029915a2c5aa5d964acfd85c30c3950b4opr,508,206,1,175,30,325,145,1.083,2.0,2.282,2.136,1.0,2.466,1391473684210,71842105263,206,0,0.0,3.284896202453067E-4,153.7766990291262,2315789474,125421052632,0.0
786cb68d5d2012dedaf70257449090f2hfb88,6,4,1,4,2,5,3,1.0,1.0,1.25,1.25,1.0,1.5,2578947368,10321947368421,4,0,0.0,1.1048096044781616E-5,326.5,52631579,-1,0.0
93e3c34171ab65e0b031dc67461e48b478u36,27536,718,1,1086,118,8198,12147,2.046,24.061,20.405,15.593,1.0,38.351,25684210526,12157894737,718,105,0.14623955431754876,0.02193525054348216,50.71587743732591,631578947,23789473684,0.0
95af80db42edfce4e937550d60d79561punym,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,7.733952049497294E-4,187.0,1736842105,-1,0.0
f069e2e45ce316168a94b972c5b7d6b0f342m,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,0.0019569471624266144,77.0,14052631579,-1,0.0
28763f241cf0483ca1dd3aa1bbcbfc37xntso,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,0.011235955056179775,38.0,20368421052,-1,0.0
4d6580da346435dff2503c55ee5e0cf8wbkb3,1464,39,1,11,3,14,10,1.0,1.538,2.359,1.795,1.0,37.538,12684210526,5000000000,39,1,0.02564102564102564,0.005282566807871891,120.58974358974359,578947368,12105263158,0.0
5c725e840bcc103bb8d12c54ba9a0b37blxvw,3,3,1,3,2,3,2,1.0,1.0,1.0,1.0,1.0,1.0,0,410894736842,3,0,0.0,2.988345452734336E-4,269.0,3105263158,-1,0.0
8bc48bc2cd0ee494e55470a7ab0814c12riuf,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,0.001218026796589525,33.0,1052631579,-1,0.0
af33d5277890ef0b5f55fbbf400441c9hdehk,10,9,1,5,3,7,1,1.0,1.0,1.0,1.0,1.0,1.111,4421052631,1948631578947,9,0,0.0,1.5981589209230966E-4,309.6666666666667,1052631579,-1,0.0
c7c854748038ddf37b8a9c4f5a28073fsut8p,6,3,1,1,1,1,2,1.0,1.0,1.0,1.0,1.0,2.0,8421052632,20263157894,3,0,0.0,0.0017487612940833576,65.33333333333333,3526315790,-1,0.0
de8943f2b113702c98ef695888b7d0c6my29p,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,9.880446596186147E-5,462.0,105263158,-1,0.0
f93a998dc10a4c98f65c6b86fdff651d5i4qh,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,2.5588536335721597E-4,327.0,2789473684,-1,0.0
0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,86,43,1,30,2,45,12,1.0,1.116,1.93,1.302,1.0,2.0,1854631578948,275052631579,43,0,0.0,0.0012482038926544651,168.7674418604651,3210526316,-1,0.0
1c61726e316d5a16aaa80b429080c534u43s0,3,2,1,3,2,3,3,1.0,1.5,1.5,1.5,1.0,1.5,69665263157895,61225894736842,2,0,0.0,5.527141951744366E-6,642.5,105263158,-1,0.0
2993e59bbbd7d14bf4bc21e4d2a4f8eeb18d2,35,15,1,23,11,32,15,1.267,1.6,2.2,1.933,1.0,2.333,354473684210,368000000000,15,0,0.0,1.0247161536254457E-4,252.0,157894737,3947368421,0.0
33189c09ca7067834fd25a54920f82d4nd7a4,696,27,1,1,1,1,2,1.0,1.889,1.0,1.0,1.0,25.778,5105263158,894736842,27,6,0.2222222222222222,0.2184557438794727,15.62962962962963,0,4736842105,1.0
4f07602a713c192a941204b27e2abcf1srnke,23,12,1,14,11,21,3,1.417,1.083,1.833,1.667,1.0,1.917,1474473684210,929947368421,12,0,0.0,3.753514840255304E-5,281.1666666666667,210526316,-1,0.0
53f61a2f33e8b07e49da643af49884782vzdu,2,2,1,2,1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,61092526315790,2,0,0.0,7.064641469445425E-4,110.5,7578947368,-1,0.0
741b9948c8cf42d658676e5a46757815zstr4,38,17,1,25,14,34,17,1.471,1.647,2.118,1.706,1.0,2.235,756578947368,695842105263,17,0,0.0,6.386168231838074E-5,214.05882352941177,52631579,56263157895,0.0
b27db6c048fa41b496dfd3423226bb0923yfv,5,2,1,4,3,4,4,1.5,2.0,2.0,2.0,1.0,2.5,3882894736842,5960000000000,2,0,0.0,9.297101907393427E-6,593.0,52631579,9736842105,0.0
c41ea39b2e13b0fc9ccccc2546f924f1obd0w,187,60,1,80,24,143,51,1.183,1.717,2.767,2.083,1.0,3.117,172210526316,166368421053,60,0,0.0,2.597799511002445E-4,124.8,52631579,52473684211,0.0
d95c969eb09086bbad373dd8ee80cacbuagvf,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,0.0011402508551881414,79.0,3263157895,-1,0.0
dbbf9d9b1d7fa110208f77a681008077plqng,2,2,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,3664894736842,2,0,0.0,1.0219201880333146E-4,285.0,1368421053,-1,0.0
e72d1b2319a2ef39d016c41e4824b68evxe53,2,2,1,1,1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,154894736842,2,0,0.0,4.4218439089100157E-4,80.0,210526315,-1,0.0
0b68888358a492884e3885bcd73ea63bhxidk,4,2,1,2,3,4,3,2.0,2.0,2.0,1.5,1.0,2.0,9715421052631,64021000000000,2,0,0.0,7.244027751870317E-6,656.0,52631579,-1,0.0
313bb0007cbdd82f326d58c96847294c9hz4k,5,4,1,3,2,5,3,1.0,1.0,1.25,1.0,1.0,1.25,5160526315789,6370684210526,4,0,0.0,8.69705882864533E-6,606.75,52631579,-1,0.0
40efc98d259ee36a8c2a387ba49f39d0fa39h,330,45,1,105,5,157,23,1.044,2.044,4.978,3.822,1.0,7.333,78631578947,181526315790,45,0,0.0,0.0011850851645293238,128.0,157894737,60526315789,0.0
45c3a73b88760d4390f42ea4fae97d84la5wh,13,9,1,9,7,12,8,1.333,1.333,1.444,1.333,1.0,1.444,398736842105,740157894736,9,0,0.0,5.287217947257967E-5,228.33333333333334,368421053,-1,0.0
4c2af41637c123c78074e46a22526298vol9h,4,4,1,4,2,4,3,1.0,1.0,1.0,1.0,1.0,1.0,0,4562736842105,4,1,0.25,2.9587987277165473E-4,92.25,3263157895,-1,0.0
5c2e85ba72b9e9e16f77939fee7ffb5eivaqe,17,11,1,13,4,14,9,1.0,1.364,1.364,1.364,1.0,1.545,53157894737,1210157894737,11,0,0.0,5.734718661449197E-4,191.0,2315789474,-1,0.0
5cdd665a22747394620c17b7753947b0xgzhw,32,20,1,19,3,26,20,1.0,1.45,1.5,1.5,1.0,1.6,201210526316,414526315790,20,1,0.05,1.876535680566714E-4,305.7,421052632,-1,0.0
65659f3fbf6207c570c4bb8ac64772e9umh95,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,5.628412224911353E-5,307.0,421052632,-1,0.0
7d72bde2e297ee81296adb4fd56e8800p7lbe,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,1.4869888475836432E-4,345.0,1105263158,-1,0.0
90953913d629a03e27590d0d0f64456601ktd,20,11,1,16,6,16,3,1.0,1.091,1.455,1.455,1.0,1.818,61157894737,339842105263,11,0,0.0,2.834547464497293E-4,196.45454545454547,421052632,-1,0.0
9a5fb8e2e5add29b006d789e4cfd1513paga5,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,1.6786973308712439E-4,286.0,2210526315,-1,0.0
ff92ea4abd33ed38601287f0e1d6726dmgx1f,395,11,1,99,1,202,124,1.0,13.182,29.909,14.636,1.0,35.909,25000000000,463263157894,11,0,0.0,0.0432213590108327,100.0,1736842106,23368421053,0.0
33895230e0b25b5d3133d502ef3ecabey84m6,339,51,1,108,13,287,192,1.039,5.118,5.922,3.392,1.0,6.647,55157894737,299473684211,51,0,0.0,8.127216104833895E-4,213.27450980392157,421052632,39578947368,0.0
3f3a3705be5ea07b9ba7ee646ed756fbssuo7,2,2,1,2,1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,6253210526316,2,0,0.0,2.9239766081871346E-4,143.0,4789473684,-1,0.0
5c32e357936f8977277d9b23d8f09f34v41wt,2,2,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0,3503157894737,2,0,0.0,3.6343812465927677E-4,66.0,1157894737,-1,0.0
6ab75792932fb1ea6fc74a18edb7888c2orvk,16,2,1,11,1,14,5,1.0,3.0,7.0,5.5,1.0,8.0,398894736842,1428894736842,2,0,0.0,7.569449701006736E-5,544.5,52631579,387789473684,0.0
6b85d622dec4fff284d55895eba9969dqlhu9,2,2,1,1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,0,2578947368,2,0,0.0,9.315323707498836E-4,113.5,157894737,-1,0.0
6bdb40330295fb3abd4647808c319d29pb29n,2275,7,1,249,1,1484,755,1.0,109.0,212.714,38.429,1.0,325.0,5736842105,473578947369,7,2,0.2857142857142857,0.0670419048741675,69.42857142857143,421052631,5684210526,1.0
aa1c013a1de168c611560ca2afe78111g8i6s,315,110,1,82,22,160,79,1.055,1.636,1.855,1.509,1.0,2.864,2736842105,69473684211,110,0,0.0,5.645849314970283E-4,199.65454545454546,315789474,526315789,0.0
c2f592fbdc8980229367e1db4d0f7a51my54g,484,116,1,122,29,264,197,1.655,2.802,3.664,3.0,1.0,4.172,544947368421,99000000000,116,1,0.008620689655172414,4.79348403096353E-4,152.52586206896552,1157894736,240368421053,0.0
cb9a75312b809291306c6213ed5dc67dw31qz,2658,389,1,344,52,675,844,1.28,3.856,4.776,4.568,1.0,6.833,152000000000,33947368421,389,6,0.015424164524421594,0.001563100018994782,124.05141388174808,894736842,102263157895,0.0
fb200accdd0411e96f1b0f6d6f6d4f52rgk01,37,30,1,28,7,30,13,1.0,1.2,1.2,1.2,1.0,1.233,3005000000000,247947368421,30,0,0.0,3.1078334201286814E-4,182.53333333333333,8210526315,-1,0.0
0565a780f2c5b46837bbe9739ef15ea92fdu0,1149,203,1,229,48,871,102,1.089,3.192,4.99,3.709,1.0,5.66,98157894737,26105263158,203,1,0.0049261083743842365,0.002008951987970766,147.6600985221675,526315789,45578947369,0.0
15f34e73687d7361ac0d780737fca261g2s9n,1810,447,1,424,59,1181,902,1.228,3.468,3.544,3.145,1.0,4.049,376842105263,30684210527,447,10,0.02237136465324385,0.0014902687917954529,109.54809843400447,1473684210,157684210526,0.0
3edae72a9d44c43524c0203ce38581d1790xh,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,1.4664906877841325E-4,315.0,52631579,-1,0.0
4bddcd4957ff826dfd3b3efe6eb96be9aw5tz,11819,676,1,849,119,5660,7501,1.646,12.786,12.462,8.393,1.0,17.484,41105263158,16315789474,676,49,0.07248520710059171,0.008790000862712666,82.03402366863905,526315790,33789473685,0.0
5771ce26e8b0fcbe7e90106955638b251qj2w,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,4.2918454935622315E-4,229.0,1789473684,-1,0.0
5960fc711b544e2617d0f76360b69e2afds2b,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,5.494505494505495E-4,195.0,0,-1,0.0
7ba17b1eb362ef91a99a6f021b3f2b63uyo76,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,2.176278563656148E-4,332.0,22315789474,-1,0.0
